old,new,batch,evidence
AllowDisableDolby,settings_allow_disable_dolby,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
AllowDisableDolby_summary,settings_allow_disable_dolby_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
AndroidVersion,page_home_android_version,page,app\src\main\java\com\qimian233\ztool\screens\home\HomeRoute.kt
ChargeWattsEnableTitle,system_ui_lock_screen_charge_watts_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
ChargeWattsSummary,system_ui_lock_screen_charge_watts_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
ChargeWattsTitle,system_ui_lock_screen_charge_watts_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
Charge_Animation_Fix,system_ui_animation_charge_animation_fix,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
Charge_Animation_Fix_Summary,system_ui_animation_charge_animation_fix_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\animation\AnimationWallpaperSettingsScreen.kt
ControllerDate,system_ui_control_center_controller_date,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
ControllerDateFormat,system_ui_control_center_controller_date_format,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
CustomDateSettingSummary,system_ui_control_center_custom_date_setting_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
CustomDateSettingTitle,system_ui_control_center_custom_date_setting_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt
Device_Model_Disguise,game_tool_device_model_disguise,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
Device_Model_Disguise_summary,game_tool_device_model_disguise_summary,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
Disable_ScanAPK_Summary,package_installer_disable_scan_apk_summary,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
Disable_ScanAPK_Title,package_installer_disable_scan_apk_title,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
Disable_deletePackage_Summary,package_installer_disable_delete_package_summary,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
Disable_deletePackage_Title,package_installer_disable_delete_package_title,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
Disable_installerAD_Summary,package_installer_disable_installer_ad_summary,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
Disable_installerAD_Title,package_installer_disable_installer_ad_title,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
Enable_rowStyle_summary,package_installer_enable_row_style_summary,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
Enable_rowStyle_title,package_installer_enable_row_style_title,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
FIx_CPU_Frequency,game_tool_f_ix_cpu_frequency,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
FIx_CPU_Frequency_summary,game_tool_f_ix_cpu_frequency_summary,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
FindRules,settings_find_rules,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
FindRules_Hint,settings_find_rules_hint,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
Fix_SocTemp,game_tool_fix_soc_temp,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
Fix_SocTemp_summary,game_tool_fix_soc_temp_summary,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
Float_app_Mandatory,settings_float_app_mandatory,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
Float_app_Mandatory_summary,settings_float_app_mandatory_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
Game_Audio_Setting_Title,game_tool_game_audio_setting_title,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
Game_Audio_summary,game_tool_game_audio_summary,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
Game_Audio_title,game_tool_game_audio_title,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
LockScreenSettingTitle,system_ui_lock_screen_setting_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\SystemUISettingsScreen.kt
LockScreenSummary,system_ui_lock_screen_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\SystemUISettingsScreen.kt
NativePermissionController_enable_summary,settings_native_permission_controller_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
NativePermissionController_enable_title,settings_native_permission_controller_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
OnlyAllow_Summary,package_installer_only_allow_summary,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
OnlyAllow_Title,package_installer_only_allow_title,scope,app\src\main\java\com\qimian233\ztool\screens\packageinstaller\PackageInstallerSettingsScreen.kt
OtaDisable_summary,system_update_ota_disable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
OtaDisable_title,system_update_ota_disable_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
OtaInfoFetch_summary,system_update_ota_info_fetch_summary,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
OtaInfoFetch_title,system_update_ota_info_fetch_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
Ota_Custom_Params_Desc,system_update_custom_params_desc,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
Ota_Custom_Params_Title,system_update_custom_params_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
Ota_Setting_Title,system_update_ota_setting_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
PCFlashFirmwareFetch_failed_message,system_update_pc_flash_firmware_fetch_failed_message,scope,app\src\main\java\com\qimian233\ztool\data\ota\OtaSettingsRepository.kt
PCFlashFirmwareFetch_result,system_update_pc_flash_firmware_fetch_result,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
PCFlashFirmwareFetch_summary,system_update_pc_flash_firmware_fetch_summary,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
PCFlashFirmwareFetch_title,system_update_pc_flash_firmware_fetch_title,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
RoleModule_Summary,settings_role_module_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
RoleModule_Title,settings_role_module_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
RulesResult,settings_rules_result,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
SN_current_machine_hint,system_update_sn_current_machine_hint,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
SN_default_hint,system_update_sn_default_hint,scope,app\src\main\java\com\qimian233\ztool\screens\ota\OtaSettingsScreen.kt
SearchHint,common_search_hint,common,app\src\main\java\com\qimian233\ztool\utils\AppChooserDialog.kt
SearchRules,settings_search_rules,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
SelectAllAPP,launcher_select_all_app,scope,app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
SelectAllGames,game_tool_select_all_games,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
SelectDefault,common_select_default,common,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
SelectGame,game_tool_select_game,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
SelectWhiteList,common_select_white_list,common,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\launcher\LauncherSettingsScreen.kt
Split_screen_Mandatory_Summary,settings_split_screen_mandatory_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
Split_screen_Mandatory_Title,settings_split_screen_mandatory_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
YiShiJieRules,settings_yi_shi_jie_rules,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
YiShiJieRules_Summary,settings_yi_shi_jie_rules_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
YiYanSummary,system_ui_lock_screen_yi_yan_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
YiYanSwitchTitle,system_ui_lock_screen_yi_yan_switch_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
YiYanTile,system_ui_lock_screen_yi_yan_tile,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
about_acknowledgements_title,page_settings_about_acknowledgements_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_app_update_latest_summary,page_settings_about_app_update_latest_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_app_update_placeholder_summary,page_settings_about_app_update_placeholder_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_app_update_section_title,page_settings_about_app_update_section_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_app_update_title,page_settings_about_app_update_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_developers_title,page_settings_about_developers_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_device_info_cpu_label,settings_about_device_info_cpu_label,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_cpu_title,settings_about_device_info_cpu_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_header_action,settings_about_device_info_header_action,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_header_action_summary,settings_about_device_info_header_action_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_header_title,settings_about_device_info_header_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_image_save_failed,settings_about_device_info_image_save_failed,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_image_saved,settings_about_device_info_image_saved,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_master,settings_about_device_info_master,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_master_summary,settings_about_device_info_master_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_model_label,settings_about_device_info_model_label,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_model_title,settings_about_device_info_model_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_ram_label,settings_about_device_info_ram_label,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_ram_title,settings_about_device_info_ram_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_rom_label,settings_about_device_info_rom_label,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_rom_title,settings_about_device_info_rom_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_software_label,settings_about_device_info_software_label,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_software_title,settings_about_device_info_software_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_device_info_title,settings_about_device_info_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
about_license_summary,page_settings_about_license_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_license_title,page_settings_about_license_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_open_source_title,page_settings_about_open_source_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_qimian233_summary,page_settings_about_qimian233_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_unfuckzui_summary,page_settings_about_unfuckzui_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_uuuddddl,page_settings_about_uuuddddl,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_view_source_title,page_settings_about_view_source_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_wasd_destroy_summary,page_settings_about_wasd_destroy_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_ztool_title,page_settings_about_ztool_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
about_zuxos_plus_summary,page_settings_about_zuxos_plus_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
activity_added,settings_activity_added,scope,app\src\main\java\com\qimian233\ztool\viewmodel\FloatingWindowViewModel.kt
activity_already_added,settings_activity_already_added,scope,app\src\main\java\com\qimian233\ztool\viewmodel\FloatingWindowViewModel.kt
activity_pair_format,settings_activity_pair_format,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
activity_pairs_info,settings_activity_pairs_info,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
addCurrentActivity,settings_add_current_activity,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
add_activities_title,settings_add_activities_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
added_activities_count,settings_added_activities_count,scope,app\src\main\java\com\qimian233\ztool\data\settings\FloatingWindowRepository.kt
adjust_window_ratio,settings_adjust_window_ratio,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
advanced_api_version,page_settings_advanced_api_version,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_confirm_message,page_settings_advanced_hot_reload_confirm_message,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_confirm_title,page_settings_advanced_hot_reload_confirm_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_detail_title,page_settings_advanced_hot_reload_detail_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_in_progress,page_settings_advanced_hot_reload_in_progress,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_no_targets,page_settings_advanced_hot_reload_no_targets,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_result,page_settings_advanced_hot_reload_result,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_starting,page_settings_advanced_hot_reload_starting,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_summary,page_settings_advanced_hot_reload_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_title,page_settings_advanced_hot_reload_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_hot_reload_unsupported,page_settings_advanced_hot_reload_unsupported,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_info_title,page_settings_advanced_info_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_confirm_message,page_settings_advanced_reset_confirm_message,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_confirm_title,page_settings_advanced_reset_confirm_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_detail_title,page_settings_advanced_reset_detail_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_in_progress,page_settings_advanced_reset_in_progress,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_item_aod,page_settings_advanced_reset_item_aod,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_item_autorun,page_settings_advanced_reset_item_autorun,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_item_mistouch,page_settings_advanced_reset_item_mistouch,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_result,page_settings_advanced_reset_result,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_starting,page_settings_advanced_reset_starting,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_summary,page_settings_advanced_reset_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_reset_title,page_settings_advanced_reset_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt
advanced_title,page_settings_advanced_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\advanced\SettingsAdvancedRoute.kt;app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
agreement_confirm,page_firstrun_agreement_confirm,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
agreement_dismiss,page_firstrun_agreement_dismiss,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
agreement_screen_subtitle,page_firstrun_agreement_screen_subtitle,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
agreement_screen_title,page_firstrun_agreement_screen_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
agreement_title,page_firstrun_agreement_title,page,app\src\main\java\com\qimian233\ztool\ui\firstrun\FirstrunAgreementRoute.kt
ai_input_expand_Title,system_framework_ai_input_expand_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_expand_summary,system_framework_ai_input_expand_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_conflict,system_framework_ai_input_quick_help_conflict,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_conflict_desc,system_framework_ai_input_quick_help_conflict_desc,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_example_custom,system_framework_ai_input_quick_help_example_custom,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_example_custom_value,system_framework_ai_input_quick_help_example_custom_value,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_example_default,system_framework_ai_input_quick_help_example_default,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_example_default_value,system_framework_ai_input_quick_help_example_default_value,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_note,system_framework_ai_input_quick_help_note,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_scope,system_framework_ai_input_quick_help_scope,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_scope_desc,system_framework_ai_input_quick_help_scope_desc,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_separator,system_framework_ai_input_quick_help_separator,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_separator_desc,system_framework_ai_input_quick_help_separator_desc,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_summary,system_framework_ai_input_quick_help_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
ai_input_quick_help_title,system_framework_ai_input_quick_help_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
allow_adding_language,settings_allow_adding_language,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
allow_relative_app_launch_title,system_framework_allow_relative_app_launch_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
allow_untrusted_touch,system_framework_allow_untrusted_touch,scope,app\src\main\java\com\qimian233\ztool\data\keys\PreferenceKeys.kt;app\src\main\java\com\qimian233\ztool\screens\systemframework\FrameworkSettingsScreen.kt
amoled_black_summary,page_settings_amoled_black_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
amoled_black_title,page_settings_amoled_black_title,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
android_version_prefix,page_home_android_version_prefix,page,app\src\main\java\com\qimian233\ztool\data\home\HomeRepository.kt
aod_lenovo_activity_summary,system_ui_lock_screen_aod_lenovo_activity_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
aod_lenovo_activity_title,system_ui_lock_screen_aod_lenovo_activity_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
aod_lenovo_enable_summary,system_ui_lock_screen_aod_lenovo_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
aod_lenovo_enable_title,system_ui_lock_screen_aod_lenovo_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
aod_native_enable_summary,system_ui_lock_screen_aod_native_enable_summary,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
aod_native_enable_title,system_ui_lock_screen_aod_native_enable_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
aod_title,system_ui_lock_screen_aod_title,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
apatch_format,page_home_apatch_format,page,app\src\main\java\com\qimian233\ztool\data\home\HomeRepository.kt
api_address_hint,system_ui_lock_screen_api_address_hint,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
api_request_success,system_ui_api_request_success,scope,app\src\main\java\com\qimian233\ztool\data\systemui\LockScreenSettingsRepository.kt
app_details_completion,settings_app_details_completion,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
app_details_completion_summary,settings_app_details_completion_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
app_icon,common_app_icon,common,app\src\main\java\com\qimian233\ztool\utils\AppChooserDialog.kt
app_language_settings,page_settings_app_language_settings,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
app_name,page_settings_app_name,page,app\src\main\AndroidManifest.xml;app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\about\SettingsAboutRoute.kt
app_name_label,settings_app_name_label,scope,app\src\main\java\com\qimian233\ztool\data\settings\FloatingWindowRepository.kt
app_package_name,settings_app_package_name,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\magicwindowsearch\searchPage.kt
app_process_restarted_message,safe_center_app_process_restarted_message,scope,app\src\main\java\com\qimian233\ztool\screens\safecenter\SafeCenterSettingsScreen.kt
app_search_page_selected_string,common_app_search_page_selected_string,common,app\src\main\java\com\qimian233\ztool\utils\AppChooserDialog.kt
app_ui_theme_settings,page_settings_app_ui_theme_settings,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt;app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\theme\ThemeSettingsRoute.kt
argb_color_input_error,system_ui_common_argb_color_input_error,scope,app\src\main\java\com\qimian233\ztool\screens\systemui\controlcenter\ControlCenterSettingsScreen.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\statusbar\StatusBarSettingsScreen.kt
auto_accept_file_transfer,mobile_desktop_auto_accept_file_transfer,scope,app\src\main\java\com\qimian233\ztool\data\keys\PreferenceKeys.kt;app\src\main\java\com\qimian233\ztool\screens\mobiledesktop\MobileDesktopSettingsScreen.kt
auto_accept_file_transfer_summary,mobile_desktop_auto_accept_file_transfer_summary,scope,app\src\main\java\com\qimian233\ztool\screens\mobiledesktop\MobileDesktopSettingsScreen.kt
auto_check_update_summary,page_settings_auto_check_update_summary,page,app\src\main\java\com\qimian233\ztool\screens\ztoolsettings\SettingsRoute.kt
