old,new,batch,evidence
watt_option_actual,system_ui_common_watt_option_actual,scope,app\src\main\java\com\qimian233\ztool\data\systemui\LockScreenSettingsRepository.kt;app\src\main\java\com\qimian233\ztool\screens\systemui\lockscreen\LockScreenSettingsScreen.kt
watt_option_disabled,system_ui_watt_option_disabled,scope,app\src\main\java\com\qimian233\ztool\data\systemui\LockScreenSettingsRepository.kt
watt_option_handshake,system_ui_watt_option_handshake,scope,app\src\main\java\com\qimian233\ztool\data\systemui\LockScreenSettingsRepository.kt
welcome_message,settings_welcome_message,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\floatingwindow\FloatingWindow.kt
whitelist_config_title,game_tool_whitelist_config_title,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
whitelist_count,game_tool_whitelist_count,scope,app\src\main\java\com\qimian233\ztool\screens\gametool\GameToolSettingsScreen.kt
ztool_batch_uninstall_button,ztool_batch_uninstall_button,skip,app\src\main\java\com\qimian233\ztool\hook\modules\launcher\misc\BatchUninstall.kt
ztool_batch_uninstall_dialog_message,ztool_batch_uninstall_dialog_message,skip,app\src\main\java\com\qimian233\ztool\hook\modules\launcher\misc\BatchUninstall.kt
ztool_batch_uninstall_dialog_title,ztool_batch_uninstall_dialog_title,skip,app\src\main\java\com\qimian233\ztool\hook\modules\launcher\misc\BatchUninstall.kt
ztool_batch_uninstall_dispatch_failed,ztool_batch_uninstall_dispatch_failed,skip,app\src\main\java\com\qimian233\ztool\hook\modules\launcher\misc\BatchUninstall.kt
ztool_batch_uninstall_no_apps,ztool_batch_uninstall_no_apps,skip,app\src\main\java\com\qimian233\ztool\hook\modules\launcher\misc\BatchUninstall.kt
zui_force_config_summary,settings_zui_force_config_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
zui_force_config_title,settings_zui_force_config_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
zui_force_fixed_summary,settings_zui_force_fixed_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
zui_force_fixed_title,settings_zui_force_fixed_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
zui_force_freeform_summary,settings_zui_force_freeform_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
zui_force_freeform_title,settings_zui_force_freeform_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
zui_force_split_summary,settings_zui_force_split_summary,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
zui_force_split_title,settings_zui_force_split_title,scope,app\src\main\java\com\qimian233\ztool\screens\zuisetting\ZuiSettingsDetailScreen.kt
